ID,areaPath,severity,createdDate,environment,resolvedReason,resolvedDate,daysToFix
29660,Clients Channel\Onboarding (OB),3 - Medium,2020-08-17T16:20:35.54Z,staging,Fixed,2020-08-17T17:27:34.15Z,0
36814,Clients Channel,3 - Medium,2020-10-02T13:50:58.74Z,development,Fixed,2020-10-02T17:04:29.693Z,0
44029,Clients Channel\Onboarding (OB),3 - Medium,2020-11-17T13:30:38.437Z,qa,Fixed and verified,2020-12-01T18:32:48.28Z,10
43310,Transaction Broker - PIX Brasil,3 - Medium,2020-11-11T16:19:12.04Z,development,Fixed,2020-11-12T22:04:29.597Z,1
53815,Superdigital\Services\Services - La Minuta,1 - Critical,2021-01-19T16:58:38.23Z,staging,Fixed,2021-01-19T16:58:43.96Z,0
18561,Superdigital\Cross Development,3 - Medium,2020-06-03T19:19:29.2Z,NA,Fixed and verified,2020-06-11T00:12:44.907Z,6
46802,Superdigital\Payment Account,3 - Medium,2020-12-02T14:30:26.12Z,qa,Fixed,2020-12-02T14:54:10.68Z,0
46637,Superdigital\Payment Account,3 - Medium,2020-12-01T19:14:32.863Z,qa,Fixed,2020-12-01T20:33:24.223Z,0
61045,Superdigital\Payment Account\Ninjas,3 - Medium,2021-02-24T16:12:26.967Z,development,Fixed,2021-03-03T16:21:08.66Z,5
48595,Superdigital\Cards,3 - Medium,2020-12-10T20:08:14.333Z,production,Fixed,2020-12-10T20:32:55.523Z,0
16017,Superdigital\Cards,3 - Medium,2020-05-15T20:04:00.593Z,NA,Fixed,2020-05-15T20:09:53.183Z,0
51025,Superdigital\Interop\Interop - Blinders,3 - Medium,2020-12-28T19:39:33.073Z,production,Fixed,2020-12-29T14:56:02.443Z,1
15989,Clients Channel\Onboarding (OB),4 - Low,2020-05-15T18:15:58.577Z,NA,Fixed,2020-06-24T16:17:14.827Z,28
61616,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-03-01T18:43:33.3Z,staging,Fixed,2021-03-04T13:24:05.783Z,3
4641,Clients Channel\Onboarding (OB),4 - Low,2020-01-23T20:34:58.997Z,NA,Fixed and verified,2020-05-19T14:41:22.727Z,83
40944,Transaction Broker\Valhalla,3 - Medium,2020-10-31T18:27:13.213Z,development,Fixed,2020-10-31T18:27:25.467Z,0
28725,Clients Channel,3 - Medium,2020-08-07T13:25:40.263Z,NA,Fixed,2020-08-11T21:48:45.49Z,2
48594,Superdigital\Cards,3 - Medium,2020-12-10T20:03:27.157Z,production,Fixed,2020-12-10T20:11:53.167Z,0
42645,Transaction Broker\El10,1 - Critical,2020-11-09T20:13:36.503Z,production,Fixed and verified,2020-11-19T14:07:15.967Z,8
21368,Superdigital\Payment Account,3 - Medium,2020-06-22T13:07:13.697Z,NA,Fixed,2020-06-24T16:08:32.573Z,2
55915,Superdigital\Payment Account\Pampas,3 - Medium,2021-02-01T14:53:19.757Z,qa,Fixed,2021-02-01T20:41:43.48Z,0
4584,Clients Channel\Onboarding (OB),4 - Low,2020-01-22T21:28:08.76Z,NA,Fixed and verified,2020-05-15T18:16:32.407Z,82
1013,Business Customer Channels,3 - Medium,2019-10-17T17:05:02.543Z,NA,Fixed and verified,2020-02-05T15:28:21.867Z,79
23053,Clients Channel\Onboarding (OB),3 - Medium,2020-06-30T18:43:19.05Z,NA,Fixed,2020-07-01T21:04:42.907Z,1
37732,Superdigital\Payment Account,3 - Medium,2020-10-09T14:38:28.887Z,development,Fixed,2020-11-18T21:28:17.593Z,28
52937,Superdigital\Payment Account\Pampas,3 - Medium,2021-01-12T19:01:15.05Z,qa,Fixed and verified,2021-01-14T19:00:53.81Z,2
23540,Clients Channel\Home (HO),3 - Medium,2020-07-03T14:52:32.14Z,NA,Fixed,2020-07-10T12:14:00.447Z,5
8431,Clients Channel\Onboarding (OB),2 - High,2020-02-28T20:36:36.113Z,NA,Fixed,2020-03-03T14:20:35.167Z,2
4483,Business Customer Channels,3 - Medium,2020-01-21T15:03:05.853Z,NA,Fixed and verified,2020-01-27T14:13:42.273Z,4
1014,Business Customer Channels,3 - Medium,2019-10-17T17:05:52.633Z,NA,Fixed and verified,2019-10-25T02:37:46.11Z,6
20295,Clients Channel\Onboarding (OB),3 - Medium,2020-06-12T19:24:04.573Z,NA,Fixed,2020-06-24T13:01:18.657Z,8
24578,Superdigital\Payment Account,3 - Medium,2020-07-08T19:38:09.067Z,NA,Fixed and verified,2020-07-14T20:08:16.4Z,4
58781,Superdigital\PJ\Payroll,3 - Medium,2021-02-11T20:17:19.153Z,qa,Fixed and verified,2021-02-12T17:33:39.043Z,1
7522,Clients Channel\Onboarding (OB),3 - Medium,2020-02-18T17:11:42.313Z,NA,Fixed and verified,2020-05-22T19:39:37.94Z,68
19724,Superdigital\Payment Account,3 - Medium,2020-06-10T03:26:33.84Z,NA,Fixed,2020-06-11T20:35:09.41Z,1
57645,Superdigital\PJ\Payroll,3 - Medium,2021-02-08T15:46:22.66Z,qa,Fixed,2021-02-08T20:02:56.39Z,0
50668,Transaction Broker\El10,3 - Medium,2020-12-22T13:59:22.093Z,production,Fixed and verified,2020-12-30T13:35:25.857Z,6
18516,Superdigital\Payment Account,3 - Medium,2020-06-03T15:52:12.197Z,NA,Fixed,2020-06-24T17:10:00.303Z,15
13217,Clients Channel\Onboarding (OB),3 - Medium,2020-04-23T18:25:37.763Z,NA,Fixed and verified,2020-06-05T19:49:18.64Z,31
6266,global-platform,2 - High,2020-02-07T20:53:47.65Z,NA,Fixed and verified,2020-08-19T18:48:58.02Z,138
32660,Clients Channel,3 - Medium,2020-09-03T14:40:51.78Z,development,Fixed,2020-09-10T13:22:15.263Z,5
31581,Clients Channel\Authentication (AU),3 - Medium,2020-08-28T12:58:23.603Z,qa,Fixed,2020-08-28T14:31:37.853Z,0
20665,Clients Channel\Onboarding (OB),3 - Medium,2020-06-17T13:07:18.757Z,NA,Fixed,2020-06-24T20:20:18.377Z,5
43368,Client Support,3 - Medium,2020-11-11T19:27:47.74Z,production,Fixed and verified,2020-11-17T20:44:42.323Z,4
41623,Transaction Broker - PIX Brasil,3 - Medium,2020-11-04T18:28:35.853Z,development,Fixed,2020-11-25T13:18:30.92Z,15
44035,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2020-11-17T14:47:18.523Z,qa,Fixed,2021-04-15T18:10:31.213Z,107
13371,Clients Channel\Onboarding (OB),3 - Medium,2020-04-24T17:30:40.727Z,NA,Fixed,2020-05-12T13:49:31.517Z,12
11297,Clients Channel\Onboarding (OB),3 - Medium,2020-04-02T15:43:48.763Z,NA,Fixed,2020-06-12T19:16:28.333Z,51
3915,Clients Channel\Onboarding (OB),3 - Medium,2020-01-16T12:43:04.203Z,NA,Fixed,2020-01-16T18:50:42.27Z,0
5021,Clients Channel\Onboarding (OB),4 - Low,2020-01-28T18:21:56.307Z,NA,Fixed,2020-05-08T21:03:02.363Z,73
58716,Superdigital\Payment Account,3 - Medium,2021-02-11T19:11:38.723Z,qa,NA,NA,-1
49505,Transaction Broker - PIX Brasil,3 - Medium,2020-12-17T18:21:13.55Z,development,NA,NA,-1
17662,Clients Channel\Onboarding (OB),4 - Low,2020-05-27T20:57:41.117Z,qa,As Designed,2020-06-11T12:55:00.547Z,11
62243,Superdigital\Interop\Interop - Blinders,3 - Medium,2021-03-05T14:10:22.033Z,staging,Fixed,2021-03-09T13:11:47.99Z,2
47644,Transaction Broker - PIX Brasil,3 - Medium,2020-12-07T12:42:18.563Z,production,Fixed and verified,2020-12-08T12:43:20.323Z,1
43543,Brazil Migration\Core_Migration,3 - Medium,2020-11-12T18:28:17.277Z,development,Fixed,2020-11-17T20:05:39.54Z,3
53589,Superdigital\Payment Account\Ninjas,3 - Medium,2021-01-18T12:52:34.63Z,development,Fixed,2021-01-18T13:37:06.387Z,0
61019,Superdigital\Payment Account\Quantum,3 - Medium,2021-02-24T14:35:53.75Z,qa,Fixed and verified,2021-02-25T14:51:20.82Z,1
30943,Clients Channel,3 - Medium,2020-08-24T21:14:37.333Z,staging,Fixed,2020-08-25T15:57:51.367Z,1
43816,Transaction Broker - PIX Brasil,3 - Medium,2020-11-15T13:53:32.167Z,development,Fixed,2020-11-20T16:58:56.53Z,4
48161,Clients Channel\Cash Out (COUT),3 - Medium,2020-12-09T18:42:16.39Z,staging,Fixed,2020-12-18T00:51:13.867Z,7
49844,Superdigital\Interop\Interop - Blinders,3 - Medium,2020-12-18T18:41:02.253Z,production,Fixed,2021-01-08T14:33:20.593Z,15
11959,Superdigital\Cards,3 - Medium,2020-04-11T22:43:05.37Z,NA,Fixed,2020-04-15T13:54:30.717Z,2
42102,Superdigital\Payment Account,3 - Medium,2020-11-06T18:02:52.26Z,development,Cannot Reproduce,2020-11-16T16:16:11.297Z,6
13831,Clients Channel\Authentication (AU),3 - Medium,2020-04-28T17:38:08.413Z,NA,Fixed,2020-04-28T20:58:41.51Z,0
20831,Superdigital\Payment Account,3 - Medium,2020-06-17T19:53:21.23Z,qa,Fixed,2020-06-19T14:41:41.437Z,2
3326,Clients Channel\Onboarding (OB),3 - Medium,2020-01-03T16:15:49.57Z,NA,Fixed,2020-01-30T13:53:38.2Z,19
4601,Clients Channel\Onboarding (OB),4 - Low,2020-01-22T22:12:07.673Z,NA,Fixed,2020-05-15T16:05:53.923Z,82
14852,Clients Channel\Onboarding (OB),2 - High,2020-05-07T20:31:00.793Z,NA,Fixed,2020-05-08T12:51:50.063Z,1
1030,Business Customer Channels,3 - Medium,2019-10-18T15:41:00.74Z,NA,Fixed and verified,2020-02-05T15:27:28.107Z,78
19726,Superdigital\Payment Account,3 - Medium,2020-06-10T04:01:03.293Z,NA,Fixed,2020-06-11T20:32:47.23Z,1
34809,Superdigital\Payment Account,3 - Medium,2020-09-17T17:15:38.67Z,qa,Fixed and verified,2020-09-17T18:18:42.517Z,0
39704,Superdigital\Payment Account,1 - Critical,2020-10-22T20:45:25.483Z,development,Fixed,2020-10-23T02:07:51.987Z,1
50512,Superdigital\Payment Account,3 - Medium,2020-12-21T19:05:40.48Z,qa,Fixed,2020-12-21T20:03:44.143Z,0
16814,Superdigital\Payment Account,3 - Medium,2020-05-21T15:40:57.697Z,NA,Fixed and verified,2020-06-02T15:50:51.98Z,8
20789,Superdigital\Payment Account,3 - Medium,2020-06-17T17:48:45.653Z,NA,Fixed,2020-06-26T22:26:44.71Z,7
51765,Superdigital\Payment Account\Quantum,3 - Medium,2021-01-06T15:57:13.417Z,qa,Fixed,2021-01-07T18:36:29.62Z,1
50958,Superdigital\Services\Services - Wakanda,3 - Medium,2020-12-28T13:10:32.06Z,development,Fixed and verified,2020-12-28T13:11:01.007Z,0
61001,Superdigital\Services\Services - Wakanda,3 - Medium,2021-02-24T14:08:12.917Z,qa,Fixed and verified,2021-03-08T17:59:03.88Z,8
14374,Superdigital\Cards,3 - Medium,2020-05-04T20:29:35.597Z,NA,Fixed,2020-05-20T14:15:37.9Z,12
3369,Superdigital\Payment Account,3 - Medium,2020-01-06T13:15:04.76Z,NA,Fixed,2020-01-14T13:28:12.947Z,6
54913,Superdigital\Cards,2 - High,2021-01-25T18:53:00.71Z,staging,NA,NA,-1
53488,Brazil Migration\Core_Migration,3 - Medium,2021-01-15T17:43:56.69Z,development,Fixed,2021-01-20T13:56:52.91Z,3
18735,Superdigital\Payment Account,3 - Medium,2020-06-04T21:09:12.86Z,NA,Fixed,2020-06-18T12:24:34.103Z,10
43697,Clients Channel\Onboarding (OB),3 - Medium,2020-11-13T16:50:13.293Z,qa,Fixed,2020-11-24T12:32:14.643Z,7
14502,Superdigital\Cards,3 - Medium,2020-05-04T22:06:30.92Z,NA,Fixed,2020-05-13T20:54:59.643Z,7
5269,Clients Channel\Onboarding (OB),4 - Low,2020-01-29T00:58:48.1Z,NA,Fixed and verified,2020-05-27T19:56:44.41Z,85
7622,Superdigital\Payment Account,2 - High,2020-02-19T15:21:52.113Z,NA,As Designed,2020-02-19T17:58:19.633Z,0
23177,Clients Channel\Onboarding (OB),3 - Medium,2020-07-01T13:57:52.247Z,NA,Fixed and verified,2020-07-01T13:58:21.88Z,0
18231,global-platform,3 - Medium,2020-06-02T01:43:26.703Z,NA,Fixed and verified,2020-06-02T17:27:47.16Z,0
3159,Clients Channel\Onboarding (OB),4 - Low,2019-12-23T19:32:04.567Z,NA,Fixed,2020-01-24T15:53:54.84Z,24
26046,Clients Channel,3 - Medium,2020-07-21T14:43:25.197Z,NA,Fixed and verified,2020-07-21T20:39:45.52Z,0
17663,Clients Channel\Onboarding (OB),4 - Low,2020-05-27T21:00:53.277Z,NA,Fixed,2020-06-12T19:16:28.333Z,12
60058,Transaction Broker\Valhalla,3 - Medium,2021-02-19T20:49:42.867Z,production,Fixed,2021-02-22T19:19:19.463Z,1
11228,Clients Channel\Onboarding (OB),4 - Low,2020-04-01T21:05:41.453Z,NA,Fixed,2020-06-24T12:28:58.05Z,60
14337,Superdigital\Payment Account,3 - Medium,2020-05-04T17:56:12.873Z,qa,Fixed,2020-05-12T17:21:13.77Z,6
43821,Transaction Broker - PIX Brasil,3 - Medium,2020-11-15T18:35:41.793Z,development,Fixed,2020-11-19T19:54:28.52Z,3
4813,Business Customer Channels,3 - Medium,2020-01-27T15:10:12.97Z,NA,Fixed and verified,2020-02-04T21:00:25.4Z,6
35068,Clients Channel,3 - Medium,2020-09-18T19:20:00.033Z,staging,Fixed and verified,2020-11-11T15:47:31.53Z,38
5339,Business Customer Channels,3 - Medium,2020-01-29T18:33:50.85Z,NA,Fixed and verified,2020-01-31T19:47:31.017Z,2
19736,Superdigital\Payment Account,3 - Medium,2020-06-10T11:10:39.99Z,NA,Fixed and verified,2020-06-10T19:25:58.14Z,0
38838,Clients Channel,1 - Critical,2020-10-16T14:29:14.75Z,staging,Fixed,2020-10-16T14:29:21.887Z,0
16530,Superdigital\Payment Account,3 - Medium,2020-05-20T17:45:40.693Z,NA,Fixed,2020-05-21T12:41:56.46Z,1
3861,global-platform,3 - Medium,2020-01-15T15:42:56.943Z,development,Fixed and verified,2020-09-16T15:41:08.193Z,175
11641,Superdigital\Payment Account,4 - Low,2020-04-07T14:30:31.34Z,NA,Fixed,2020-04-07T18:48:02.793Z,0
14380,Superdigital\Cards,3 - Medium,2020-05-04T20:43:45.31Z,NA,Fixed,2020-05-04T22:42:42.357Z,0
48241,Transaction Broker\Incas,3 - Medium,2020-12-09T21:55:54.63Z,development,NA,NA,-1
46376,Brazil Migration\Core_Migration,3 - Medium,2020-11-30T17:39:35.16Z,development,Fixed,2020-11-30T18:44:57.803Z,0
26552,Transaction Broker,4 - Low,2020-07-23T20:33:27.517Z,NA,Fixed,2020-07-28T20:38:01.303Z,3
26802,Clients Channel,3 - Medium,2020-07-27T14:18:15.803Z,NA,Fixed,2020-07-28T19:05:34.687Z,1
19256,Superdigital\Payment Account,3 - Medium,2020-06-08T21:11:03.043Z,NA,Fixed and verified,2020-06-10T19:30:24.287Z,2
58258,Superdigital\PJ\Payroll,3 - Medium,2021-02-09T19:43:38.78Z,qa,Fixed,2021-02-09T20:37:28.307Z,0
30409,Clients Channel,3 - Medium,2020-08-19T22:35:48.147Z,NA,Fixed and verified,2020-08-20T20:52:05.563Z,1
17638,Clients Channel\Onboarding (OB),3 - Medium,2020-05-27T19:28:45.09Z,NA,Fixed,2020-06-01T14:17:42.32Z,3
29501,Superdigital\Payment Account,3 - Medium,2020-08-14T23:50:56.693Z,NA,Fixed,2020-08-24T18:48:43.89Z,6
48979,Clients Channel,3 - Medium,2020-12-14T17:13:25.303Z,qa,Fixed,2020-12-15T14:35:44.123Z,1
54402,Superdigital\Payment Account\Ninjas,3 - Medium,2021-01-21T15:42:47.47Z,development,Fixed,2021-01-21T15:52:23.093Z,0
21014,Superdigital\Payment Account,3 - Medium,2020-06-18T12:08:52.46Z,NA,Fixed,2020-07-02T23:10:33.117Z,10
3856,Clients Channel\Onboarding (OB),3 - Medium,2020-01-15T15:28:05.583Z,NA,Fixed and verified,2020-05-15T18:06:51.08Z,87
15991,Clients Channel\Onboarding (OB),3 - Medium,2020-05-15T18:25:26.197Z,NA,Fixed and verified,2020-05-21T21:01:45.42Z,4
53145,Transaction Broker - Cross,2 - High,2021-01-13T20:51:01.953Z,production,NA,NA,-1
9180,Clients Channel\Onboarding (OB),4 - Low,2020-03-05T18:11:26.313Z,NA,Fixed and verified,2020-04-14T20:35:12.63Z,28
5018,Clients Channel\Onboarding (OB),4 - Low,2020-01-28T18:14:22.667Z,NA,Fixed,2020-06-24T21:29:59.517Z,106
9630,Clients Channel\Onboarding (OB),3 - Medium,2020-03-11T18:33:15.903Z,NA,Fixed and verified,2020-05-15T16:18:23.773Z,47
26568,Clients Channel,3 - Medium,2020-07-23T21:46:19.86Z,NA,Fixed,2020-07-30T20:07:22.61Z,5
1925,Superdigital\Payment Account,3 - Medium,2019-11-13T20:18:31.54Z,NA,Fixed,2019-11-14T14:16:02.44Z,1
50995,Transaction Broker\Valhalla,4 - Low,2020-12-28T16:54:45.843Z,staging,NA,NA,-1
6045,Superdigital\Payment Account,2 - High,2020-02-05T17:26:25.16Z,NA,Fixed,2020-02-05T19:00:40.367Z,0
38405,Superdigital\Payment Account,3 - Medium,2020-10-14T18:01:15.95Z,qa,Fixed,2020-10-14T21:29:32.52Z,0
43971,Superdigital\Payment Account,3 - Medium,2020-11-16T20:49:28.533Z,qa,Fixed,2020-11-17T15:23:28.29Z,1
39176,Superdigital\Payment Account,3 - Medium,2020-10-19T18:13:06.187Z,development,Fixed,2020-10-20T15:31:25.637Z,1
42960,Superdigital\Payment Account,3 - Medium,2020-11-10T15:31:39.653Z,qa,Fixed and verified,2020-11-19T12:59:04.137Z,7
43024,Transaction Broker - PIX Brasil,3 - Medium,2020-11-10T16:38:43.043Z,development,Fixed,2020-11-24T13:03:58.143Z,10
14394,Superdigital\Cards,3 - Medium,2020-05-04T20:53:33.547Z,NA,Fixed,2020-05-11T19:08:39.5Z,5
31632,Superdigital\Payment Account,1 - Critical,2020-08-28T15:52:54.55Z,NA,Obsolete,2020-09-02T13:30:04.03Z,3
26558,Clients Channel,3 - Medium,2020-07-23T21:15:43.707Z,NA,Fixed and verified,2020-07-29T13:42:45.38Z,4
9701,Superdigital\Payment Account,3 - Medium,2020-03-12T13:06:50.74Z,NA,Fixed and verified,2020-07-24T18:15:55.45Z,96
66817,Superdigital\Payment Account\Ninjas,3 - Medium,2021-03-25T18:26:06.033Z,development,Fixed,2021-03-25T18:48:03.343Z,0
61268,Superdigital\Interop\Interop - Blinders,3 - Medium,2021-02-25T17:48:54.963Z,production,Fixed,2021-03-02T17:52:38.89Z,3
60936,Superdigital\Payment Account\Ninjas,3 - Medium,2021-02-24T04:23:20.443Z,development,Fixed,2021-02-24T13:48:37.86Z,0
44013,Superdigital\Payment Account,3 - Medium,2020-11-17T12:36:49.47Z,qa,Fixed,2020-11-17T19:19:07.77Z,0
21000,Superdigital\Payment Account,3 - Medium,2020-06-18T11:45:54.23Z,NA,Fixed,2020-06-23T14:25:14.63Z,3
44031,Transaction Broker - PIX Brasil,3 - Medium,2020-11-17T13:56:31.297Z,development,Fixed,2020-11-19T19:51:59.68Z,2
4514,Business Customer Channels,3 - Medium,2020-01-22T12:44:53.54Z,NA,Fixed and verified,2020-01-22T17:52:43.29Z,0
10486,Superdigital\Cards,3 - Medium,2020-03-24T13:17:26.393Z,NA,Fixed,2020-05-21T19:33:29.907Z,42
14404,Superdigital\Cards,3 - Medium,2020-05-04T21:01:54.063Z,NA,Fixed,2020-05-14T17:51:29.857Z,8
7537,Clients Channel\Onboarding (OB),4 - Low,2020-02-18T18:23:24.047Z,NA,Fixed,2020-03-25T12:35:59.203Z,26
56716,Superdigital\Interop\Interop - Blinders,3 - Medium,2021-02-03T21:09:55.673Z,staging,Fixed,2021-02-04T16:39:35.317Z,1
31017,Clients Channel,3 - Medium,2020-08-25T12:39:07.03Z,NA,Fixed,2020-08-25T14:11:08.573Z,0
35052,Superdigital\Payment Account,3 - Medium,2020-09-18T18:58:16.527Z,development,Fixed and verified,2020-09-18T19:00:37.373Z,0
61115,Superdigital\Services\Services - Wakanda,3 - Medium,2021-02-25T04:23:08.427Z,qa,Fixed and verified,2021-02-25T17:02:55.163Z,0
4599,Clients Channel\Onboarding (OB),4 - Low,2020-01-22T22:05:12.087Z,NA,Fixed and verified,2020-05-15T18:40:27.307Z,82
16447,Clients Channel\Onboarding (OB),2 - High,2020-05-20T13:42:52.933Z,NA,Fixed and verified,2020-06-04T13:40:28.767Z,11
61873,Superdigital\Interop\Interop - Blinders,3 - Medium,2021-03-02T22:07:37.083Z,production,NA,NA,-1
35512,Superdigital\PJ\Payroll,3 - Medium,2020-09-23T15:28:39.32Z,qa,Obsolete,2020-10-13T19:45:45.173Z,14
45623,Superdigital\Payment Account,3 - Medium,2020-11-25T13:55:24.72Z,qa,Fixed,2020-12-03T12:58:12.153Z,6
8112,Superdigital\Payment Account,1 - Critical,2020-02-21T14:45:21.133Z,NA,Fixed,2020-02-21T20:24:04.86Z,0
7585,global-platform,3 - Medium,2020-02-18T20:34:45.86Z,development,Fixed,2020-02-20T21:25:04.147Z,2
10366,Clients Channel\Onboarding (OB),3 - Medium,2020-03-19T19:23:52.81Z,NA,Obsolete,2020-05-05T13:24:10.543Z,33
50913,Brazil Migration\Core_Migration,3 - Medium,2020-12-24T12:43:08.567Z,development,Fixed,2020-12-30T15:23:39.77Z,4
15880,Superdigital\Cards,3 - Medium,2020-05-15T14:59:12.043Z,NA,Fixed,2020-05-15T14:59:51.433Z,0
32749,Superdigital\Payment Account,3 - Medium,2020-09-03T20:42:23.913Z,development,Fixed,2020-09-04T14:38:09.37Z,1
64363,QA Automation - Megatron,3 - Medium,2021-03-16T14:29:14.33Z,staging,Fixed and verified,2021-04-06T14:19:01.73Z,15
21835,Clients Channel\Onboarding (OB),3 - Medium,2020-06-23T15:08:27.62Z,NA,Fixed,2020-06-24T02:29:24.317Z,1
15995,Clients Channel\Onboarding (OB),3 - Medium,2020-05-15T18:35:49.303Z,NA,Fixed,2020-05-27T13:40:10.95Z,8
59105,Superdigital\Services\Services - Wakanda,3 - Medium,2021-02-15T04:24:48.197Z,qa,Fixed,2021-02-17T22:04:51.81Z,2
20600,Clients Channel\Onboarding (OB),2 - High,2020-06-16T19:01:15.373Z,NA,Fixed,2020-06-24T13:01:35.397Z,6
20197,Clients Channel\Onboarding (OB),3 - Medium,2020-06-12T13:10:07.417Z,qa,Fixed,2020-06-18T21:57:20.41Z,4
21639,Superdigital\Cards,3 - Medium,2020-06-22T22:39:23.413Z,NA,Fixed,2020-06-23T19:33:22.343Z,1
52242,Superdigital\PJ\Payroll,3 - Medium,2021-01-08T18:44:19.52Z,qa,Fixed,2021-01-09T20:33:36.84Z,1
14480,Superdigital\Cards,3 - Medium,2020-05-04T21:37:08.49Z,NA,Fixed,2020-05-21T16:50:05.623Z,13
5265,Clients Channel\Onboarding (OB),4 - Low,2020-01-29T00:50:39.523Z,NA,Fixed and verified,2020-05-27T19:56:36.363Z,85
50384,Superdigital\PJ\Payroll,3 - Medium,2020-12-21T14:41:50.957Z,development,Fixed,2020-12-30T10:34:51.28Z,7
52542,Superdigital\Services\Services - La Minuta,2 - High,2021-01-11T18:50:43.453Z,staging,Fixed,2021-01-22T13:55:55.497Z,9
6762,Clients Channel\Cash In (CIN),3 - Medium,2020-02-14T21:01:33.237Z,NA,Fixed and verified,2020-02-17T20:15:23.917Z,1
47027,Superdigital\Payment Account,3 - Medium,2020-12-03T11:48:54.19Z,qa,Fixed,2020-12-03T13:58:41.37Z,0
21244,Superdigital\Payment Account,3 - Medium,2020-06-19T15:25:00.247Z,NA,Fixed,2020-07-01T12:58:13.567Z,8
1022,Business Customer Channels,3 - Medium,2019-10-17T19:54:40.43Z,NA,Fixed and verified,2019-10-25T19:14:27.613Z,6
29356,Superdigital\Payment Account,3 - Medium,2020-08-14T14:36:07.463Z,NA,Fixed,2020-08-18T12:27:59.747Z,2
9737,Clients Channel\Onboarding (OB),3 - Medium,2020-03-12T19:15:14.41Z,NA,Fixed and verified,2020-05-06T18:30:45.163Z,39
63649,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-03-11T16:17:41.003Z,staging,Fixed,2021-03-12T13:49:35.207Z,1
15983,Clients Channel\Onboarding (OB),4 - Low,2020-05-15T18:10:48.44Z,NA,Fixed,2020-06-24T16:16:29.237Z,28
61456,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-02-27T18:25:47.44Z,staging,Fixed,2021-03-01T19:31:02.597Z,0
35289,Clients Channel,3 - Medium,2020-09-22T14:12:09.663Z,staging,Fixed and verified,2020-12-30T13:08:35.173Z,71
39898,Clients Channel,4 - Low,2020-10-26T14:29:53.77Z,production,Fixed and verified,2020-11-27T13:52:09.067Z,24
61608,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-03-01T18:32:59.62Z,staging,Fixed,2021-03-22T17:20:39.64Z,15
29302,Clients Channel,3 - Medium,2020-08-13T21:41:14.36Z,qa,Fixed,2020-08-17T15:49:44.973Z,2
62123,Superdigital\Payment Account\Quantum,3 - Medium,2021-03-04T18:02:33.227Z,staging,Fixed and verified,2021-03-04T21:33:06.353Z,0
57936,Superdigital\Payment Account,3 - Medium,2021-02-08T20:02:48.61Z,qa,NA,NA,-1
41691,Transaction Broker - PIX Brasil,3 - Medium,2020-11-04T20:03:36.32Z,development,Fixed,2020-11-13T13:58:10.663Z,7
42952,Transaction Broker - PIX Brasil,3 - Medium,2020-11-10T15:08:38.67Z,development,Fixed,2020-11-11T13:01:26.257Z,1
3331,Superdigital\Payment Account,3 - Medium,2020-01-03T17:57:03.413Z,NA,Fixed,2020-01-10T17:53:49.66Z,5
58376,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-02-10T17:58:17.977Z,qa,Fixed,2021-02-11T12:30:35.607Z,1
51722,Superdigital\Onboarding\Onboarding - Patomba,3 - Medium,2021-01-06T12:57:40.13Z,qa,Fixed and verified,2021-01-06T15:41:10.9Z,0
17815,Clients Channel\Onboarding (OB),4 - Low,2020-05-28T17:23:44.263Z,NA,Fixed and verified,2020-07-17T20:23:21.743Z,36
51566,Superdigital\Payment Account\Pampas,3 - Medium,2021-01-05T15:07:08.733Z,development,Fixed,2021-01-06T18:27:52.903Z,1
53515,Superdigital\Cards,2 - High,2021-01-15T21:24:18.4Z,staging,Fixed,2021-01-28T19:09:52.883Z,9
41811,Clients Channel,2 - High,2020-11-05T18:22:55.797Z,production,Fixed,2020-11-10T18:18:41.433Z,3
39202,Transaction Broker\Valhalla,4 - Low,2020-10-19T19:32:58.623Z,qa,Fixed and verified,2020-10-21T14:20:26.667Z,2
3313,Clients Channel\Onboarding (OB),3 - Medium,2020-01-03T14:46:39.847Z,NA,Fixed,2020-01-07T18:53:18.25Z,2
45636,Brazil Migration\Core_Migration,3 - Medium,2020-11-25T14:09:56.69Z,development,Fixed,2020-12-04T13:44:55.99Z,7
15982,Clients Channel\Onboarding (OB),4 - Low,2020-05-15T18:10:05.053Z,NA,As Designed,2020-06-24T16:14:35.343Z,28
39324,Clients Channel,2 - High,2020-10-20T14:15:13.963Z,production,Fixed,2020-11-10T21:56:31.507Z,15
43537,Clients Channel\Cash Out (COUT),3 - Medium,2020-11-12T18:11:34.903Z,staging,Fixed,2020-11-16T14:38:44.583Z,2
9889,Clients Channel\Cash Out (COUT),3 - Medium,2020-03-16T15:05:28.98Z,qa,Fixed and verified,2020-09-23T15:22:00.73Z,137
16978,Superdigital\Payment Account,3 - Medium,2020-05-22T17:09:48.887Z,NA,Fixed and verified,2020-05-29T04:34:33.33Z,5
43827,Transaction Broker - PIX Brasil,3 - Medium,2020-11-15T21:19:44.24Z,production,Fixed,2021-01-05T19:52:46.333Z,36
